bjd,rv_ms,rv_err_ms,instrument
2455535.647447,25266.701,8.500,CORALIE
2455536.647197,25797.001,8.500,CORALIE
2455537.656077,25284.000,10.100,CORALIE
2455538.646866,25768.999,9.300,CORALIE
2455541.573212,25257.099,8.800,CORALIE
2455541.735749,25334.200,11.000,CORALIE
2455542.556058,25777.201,9.700,CORALIE
2455542.748534,25680.901,11.300,CORALIE
2455543.671498,25343.599,14.500,CORALIE
2455557.628117,25509.300,10.100,CORALIE
2455561.641322,25600.401,10.900,CORALIE
2455562.627319,25472.300,9.600,CORALIE
2455563.667964,25664.499,13.000,CORALIE
2455564.633499,25399.200,10.500,CORALIE
2455565.645557,25660.999,11.800,CORALIE
