bjd,rv_ms,rv_err_ms,instrument
2455480.27608,-387.2,12.0,CORALIE
2455481.47379,-79.2,12.0,CORALIE
2455481.75510,-386.4,12.0,CORALIE
2455482.02295,-196.0,12.0,CORALIE
2455482.21517,89.0,12.0,CORALIE
2455482.71597,222.9,12.0,CORALIE
2455484.60945,-385.1,12.0,CORALIE
2455486.36696,-100.0,12.0,CORALIE
2455486.88699,369.0,12.0,CORALIE
2455488.21961,373.7,12.0,CORALIE
2455489.81336,307.5,12.0,CORALIE
2455492.52875,381.1,12.0,CORALIE
2455492.83494,59.3,12.0,CORALIE
2455495.58408,231.0,12.0,CORALIE
2455495.76782,-59.2,12.0,CORALIE
2455495.99351,-340.8,12.0,CORALIE
2455498.28594,366.3,12.0,CORALIE
2455498.73784,-225.1,12.0,CORALIE
2455499.34528,56.4,12.0,CORALIE
2455499.41174,174.2,12.0,CORALIE
2455499.89314,220.0,12.0,CORALIE
2455501.08889,385.4,12.0,CORALIE
2455502.02424,-232.1,12.0,CORALIE
2455502.64955,347.5,12.0,CORALIE
2455503.35731,-362.4,12.0,CORALIE
