bjd,rv_ms,rv_err_ms,instrument
2455851.05008,-67.6,2.8,HARPS
2455855.42635,-70.9,2.8,HARPS
2455859.76333,-58.7,2.8,HARPS
2455860.68502,-31.8,2.8,HARPS
2455863.02470,22.5,2.8,HARPS
2455863.92316,-56.2,2.8,HARPS
2455869.53298,-34.8,2.8,HARPS
2455869.82070,-1.6,2.8,HARPS
2455873.16221,-70.5,2.8,HARPS
2455877.45848,-65.6,2.8,HARPS
2455878.50661,-15.2,2.8,HARPS
2455878.73930,7.4,2.8,HARPS
2455881.22631,-34.7,2.8,HARPS
2455883.67502,49.6,2.8,HARPS
2455885.15331,13.1,2.8,HARPS
2455887.21975,-26.4,2.8,HARPS
2455887.23266,-25.2,2.8,HARPS
2455887.44764,-1.8,2.8,HARPS
2455889.34035,33.7,2.8,HARPS
2455891.68067,-21.4,2.8,HARPS
2455853.48954,78.8,8.5,CORALIE
2455862.32438,63.9,8.5,CORALIE
2455864.63630,-53.7,8.5,CORALIE
2455866.78183,84.4,8.5,CORALIE
2455869.81052,11.2,8.5,CORALIE
2455870.98150,86.5,8.5,CORALIE
2455874.06431,6.2,8.5,CORALIE
2455883.72723,82.5,8.5,CORALIE
2455885.10655,40.8,8.5,CORALIE
2455891.31909,-28.1,8.5,CORALIE
2455891.35986,-24.3,8.5,CORALIE
2455893.03746,74.2,8.5,CORALIE
