bjd,rv_ms,rv_err_ms,instrument
2454709.856049,5795.310,36.720,CORALIE
2454721.862238,5833.150,31.380,CORALIE
2454725.881413,5616.340,21.440,CORALIE
2454726.883360,5720.780,18.950,CORALIE
2454729.893416,5728.680,19.550,CORALIE
2454772.702590,5645.150,18.840,CORALIE
2454826.636491,5593.340,17.340,CORALIE
2454839.638483,5783.320,19.360,CORALIE
2454840.624884,5506.750,20.660,CORALIE
2454853.659660,5742.870,17.430,CORALIE
2454854.753643,5714.250,18.340,CORALIE
2454855.634491,5523.610,14.620,CORALIE
2454856.788275,5806.080,17.080,CORALIE
2454858.748831,5543.580,22.870,CORALIE
2454859.565580,5765.180,16.890,CORALIE
2454860.570382,5763.230,14.860,CORALIE
2454861.608724,5537.300,17.330,CORALIE
2454862.597946,5788.930,18.950,CORALIE
2454865.615004,5798.620,15.350,CORALIE
2454879.698626,5591.610,21.970,CORALIE
2454880.740601,5795.440,21.570,CORALIE
2454881.724950,5563.290,18.820,CORALIE
2454882.713789,5611.880,19.600,CORALIE
2454884.688201,5590.520,20.500,CORALIE
2454885.588094,5586.120,19.610,CORALIE
2454886.669475,5797.920,18.170,CORALIE
2455068.917278,5821.030,17.810,CORALIE
2455096.888493,5540.430,18.200,CORALIE
2455100.879182,5733.340,24.190,CORALIE
2455126.839192,5545.650,19.030,CORALIE
2455184.536563,5731.550,3.600,HARPS
2455184.589179,5709.570,7.910,HARPS
2455184.597270,5710.900,11.130,HARPS
2455184.603832,5714.900,8.890,HARPS
2455184.610626,5714.360,7.180,HARPS
2455184.618080,5705.990,7.540,HARPS
2455184.625326,5711.040,6.690,HARPS
2455184.632583,5714.530,6.640,HARPS
2455184.639956,5703.520,6.580,HARPS
2455184.647270,5716.170,6.730,HARPS
2455184.654655,5711.820,6.930,HARPS
2455184.661704,5706.410,7.300,HARPS
2455184.669227,5694.010,8.350,HARPS
2455184.676634,5694.420,7.140,HARPS
2455184.683533,5683.570,7.520,HARPS
2455184.691357,5680.680,8.530,HARPS
2455184.698822,5684.540,7.690,HARPS
2455184.705859,5679.200,7.040,HARPS
2455184.713186,5666.480,7.450,HARPS
2455184.720582,5668.970,6.670,HARPS
2455184.727897,5672.990,6.950,HARPS
2455184.735142,5673.070,7.460,HARPS
2455184.742538,5689.320,7.620,HARPS
2455184.749853,5674.760,8.220,HARPS
2455184.757041,5678.510,8.130,HARPS
2455184.764495,5677.200,7.550,HARPS
2455184.796046,5658.360,5.240,HARPS
2455184.835306,5640.750,2.740,HARPS
2455186.714652,5799.270,12.290,CORALIE
2455190.804312,5601.540,14.580,CORALIE
2455192.795978,5824.840,11.970,CORALIE
2455193.737931,5596.280,12.940,CORALIE
2455194.799990,5604.050,13.550,CORALIE
2455195.828656,5804.610,12.740,CORALIE
2455219.536168,5814.450,3.420,HARPS
2455220.604410,5556.120,4.010,HARPS
2455223.736286,5544.030,5.110,HARPS
2455224.642883,5751.070,4.570,HARPS
2455233.567511,5786.920,5.660,HARPS
2455234.588418,5730.210,7.410,HARPS
2455236.562452,5795.330,5.050,HARPS
2455291.610872,5537.520,14.540,CORALIE
2455294.539316,5516.280,15.580,CORALIE
