tic_id,name,toi,sector,period_days,t0_bjd,duration_hours,depth_ppm,r_star_rsun,m_star_msun,expected_disp
97409519,TOI-113.01,113.01,,3.372877,2458327.0531,2.63,17163.6,1.02,1.0,KP
254113311,TOI-1130.01,1130.01,,8.34998,2460144.1371,1.84,16680.0,0.74,1.0,CP
254113311,TOI-1130.02,1130.02,,4.06864,2460126.9243,1.84,2650.1,0.74,1.0,CP
198213332,TOI-1131.01,1131.01,,0.586037,2458711.5954,0.81,410.5,2.4,1.0,PC
154872375,TOI-1135.01,1135.01,,8.027733,2460658.9743,4.28,5705.0,1.15,1.0,CP
142276270,TOI-1136.01,1136.01,,12.518728,2459612.4477,5.38,2320.0,0.98,1.0,CP
142276270,TOI-1136.02,1136.02,,6.258606,2460366.0265,3.2,813.0,0.98,1.0,CP
142276270,TOI-1136.03,1136.03,,26.320876,2459594.1835,4.41,800.0,0.98,1.0,CP
142276270,TOI-1136.04,1136.04,,18.795547,2458697.7558,4.34,470.7,0.98,1.0,CP
89389197,TOI-1137.01,1137.01,,1.320636,2459770.2406,1.6,1052.4,6.31,1.0,PC
202563254,TOI-1139.01,1139.01,,4.47808,2460549.4459,4.51,1054.0,1.83,1.0,PC
25155310,TOI-114.01,114.01,,3.28879,2458327.52,3.44,7005.7,1.24,1.0,KP
28230919,TOI-1144.01,1144.01,,4.887804,2460554.347,2.18,4279.0,0.76,1.0,KP
349827430,TOI-1148.01,1148.01,,5.551489,2460361.3665,4.33,9493.0,1.55,1.0,KP
281541555,TOI-115.01,115.01,,4.742371,2458329.9032,2.5,12650.8,0.88,1.0,KP
16740101,TOI-1150.01,1150.01,,1.48109,2458683.4576,4.16,6788.5,2.29,1.0,KP
69679391,TOI-1151.01,1151.01,,3.474101,2460337.9864,3.32,15748.0,1.62,1.0,KP
459970307,TOI-1154.01,1154.01,,21.745537,2460339.3287,4.2,659.0,0.93,1.0,CP
238176110,TOI-116.01,116.01,,2.79858,2458326.6889,2.38,16708.7,0.91,1.0,KP
158324245,TOI-1161.01,1161.01,,1.763588,2460556.4841,3.09,6650.0,1.0,1.0,KP
13419950,TOI-1162.01,1162.01,,7.316668,2460544.8156,3.25,3210.0,1.0,1.0,PC
375542276,TOI-1163.01,1163.01,,3.077161,2459441.8013,2.69,4703.3,1.0,1.0,PC
458478250,TOI-1165.01,1165.01,,2.255285,2460352.8234,2.05,20820.0,0.96,1.0,KP
302518439,TOI-1169.01,1169.01,,6.707543,2460323.7605,2.12,11920.0,1.24,1.0,PC
322307342,TOI-117.01,117.01,,3.586296,2459063.6558,3.37,5729.3,2.0,1.0,KP
232967440,TOI-1173.01,1173.01,,7.064398,2460341.7843,2.42,8268.0,0.96,1.0,CP
154089169,TOI-1174.01,1174.01,,8.953477,2460355.4033,2.7,1136.0,0.76,1.0,CP
230088370,TOI-1176.01,1176.01,,14.007767,2458695.3618,5.87,5924.8,1.57,1.0,PC
266980320,TOI-118.01,118.01,,6.034463,2460899.8838,2.05,1750.6,1.05,1.0,CP
158002130,TOI-1180.01,1180.01,,9.686752,2460473.4115,2.51,1669.0,0.73,1.0,CP
229510866,TOI-1181.01,1181.01,,2.103165,2460556.2424,5.06,7142.0,1.93,1.0,CP
233087860,TOI-1184.01,1184.01,,5.748444,2460558.3504,1.76,1041.0,0.69,1.0,CP
372757221,TOI-1187.01,1187.01,,2.594197,2460310.0892,0.86,907.0,1.4,1.0,PC
112026224,TOI-1189.01,1189.01,,3.968799,2459441.2865,1.07,1760.0,1.0,1.0,PC
278683844,TOI-119.01,119.01,,5.541111,2460987.3486,2.41,597.3,0.82,1.0,PC
278683844,TOI-119.02,119.02,,10.69173,2460979.5938,3.05,498.5,0.82,1.0,PC
147950620,TOI-1194.01,1194.01,,2.310643,2460367.0722,1.29,6911.0,0.99,1.0,CP
69068526,TOI-1196.01,1196.01,,5.537662,2459785.4982,2.52,5390.0,2.06,1.0,PC
92677094,TOI-1197.01,1197.01,,4.596038,2459787.1322,4.74,5000.0,2.12,1.0,PC
203189770,TOI-1198.01,1198.01,,3.612771,2460551.0404,4.14,11794.0,1.71,1.0,KP
99869022,TOI-1199.01,1199.01,,3.671472,2460360.4347,2.15,4340.0,1.54,1.0,CP
394137592,TOI-120.01,120.01,,11.535076,2458332.0828,8.56,2389.9,2.49,1.0,CP
29960110,TOI-1201.01,1201.01,,2.491977,2458411.6709,1.43,2094.0,0.48,1.0,CP
23434737,TOI-1203.01,1203.01,,25.519531,2458553.0621,6.69,558.4,1.17,1.0,CP
467666275,TOI-1204.01,1204.01,,1.381212,2458569.941,2.74,117.8,1.78,1.0,PC
287776397,TOI-1205.01,1205.01,,2.39227,2458383.2412,9.01,63.6,4.2,1.0,PC
364393429,TOI-1207.01,1207.01,,2.628255,2458325.5397,2.09,75.3,1.11,1.0,PC
273985865,TOI-1208.01,1208.01,,3.423944,2458327.4767,1.96,443.6,0.82,1.0,PC
273985865,TOI-1208.02,1208.02,,10.983042,2458331.1203,3.75,725.2,0.82,1.0,PC
273985865,TOI-1208.03,1208.03,,17.726449,2458341.8017,3.44,747.8,0.82,1.0,PC
30037565,TOI-1209.01,1209.01,,40.719939,2458337.0883,4.24,355.6,1.56,1.0,PC
50312495,TOI-1211.01,1211.01,,18.166364,2460180.1464,2.46,624.0,1.14,1.0,PC
389924075,TOI-1212.01,1212.01,,105.585089,2458402.0365,11.61,462.9,1.11,1.0,PC
451606970,TOI-1214.01,1214.01,,19.180657,2460821.1473,3.72,615.9,0.94,1.0,PC
453260209,TOI-1215.01,1215.01,,1.212445,2460853.4299,1.03,284.0,0.52,1.0,PC
141527965,TOI-1216.01,1216.01,,4.554183,2458325.4242,7.81,187.8,0.64,1.0,PC
248092710,TOI-1217.01,1217.01,,41.485613,2458574.9407,6.69,959.8,3.49,1.0,PC
294781547,TOI-1218.01,1218.01,,13.773945,2460871.0311,3.01,374.0,1.02,1.0,PC
294981566,TOI-1219.01,1219.01,,1.914269,2460906.42,3.85,236.6,1.59,1.0,PC
231702397,TOI-122.01,122.01,,5.078032,2458329.119,1.21,5923.1,0.33,1.0,CP
349095149,TOI-1221.01,1221.01,,91.682783,2458404.1815,9.75,713.2,1.02,1.0,CP
374997123,TOI-1222.01,1222.01,,10.194499,2458329.4663,2.26,317.3,1.33,1.0,PC
299798795,TOI-1224.01,1224.01,,4.178266,2458327.7051,1.68,2537.7,0.4,1.0,CP
299798795,TOI-1224.02,1224.02,,17.945365,2458329.8626,3.07,5480.7,0.4,1.0,CP
150428703,TOI-1225.01,1225.01,,13.896396,2458414.0829,3.59,748.5,0.89,1.0,PC
150428703,TOI-1225.02,1225.02,,8.12131,2458414.5481,3.1,594.6,0.89,1.0,PC
177115354,TOI-1226.01,1226.01,,3.928785,2458438.4583,1.82,486.0,0.99,1.0,PC
360156606,TOI-1227.01,1227.01,,27.361378,2458617.4793,4.06,20690.7,0.44,1.0,CP
300038935,TOI-1228.01,1228.01,,29.04968,2460904.7019,7.31,297.1,1.8,1.0,CP
290131778,TOI-123.01,123.01,,3.308892,2460175.035,6.11,4736.0,2.62,1.0,CP
287156968,TOI-1230.01,1230.01,,25.057347,2460825.3578,6.37,567.4,1.15,1.0,CP
447061717,TOI-1231.01,1231.01,,24.245497,2458563.8905,3.37,6260.7,0.47,1.0,CP
364395234,TOI-1232.01,1232.01,,14.254562,2460938.7736,4.73,7899.7,1.1,1.0,CP
260647166,TOI-1233.01,1233.01,,14.175895,2459308.4812,3.75,907.1,0.86,1.0,CP
260647166,TOI-1233.02,1233.02,,19.590158,2459311.4028,4.0,1182.7,0.86,1.0,CP
260647166,TOI-1233.03,1233.03,,6.203622,2459310.633,3.01,548.9,0.86,1.0,CP
260647166,TOI-1233.04,1233.04,,3.79589,2458572.1076,2.46,317.5,0.86,1.0,CP
103633434,TOI-1235.01,1235.01,,3.444701,2460333.6315,1.91,796.0,0.63,1.0,CP
120757718,TOI-1236.01,1236.01,,3.030072,2459422.6906,2.55,21794.6,0.86,1.0,KP
120960812,TOI-1237.01,1237.01,,12.72038,2459781.6659,2.4,1070.0,1.48,1.0,KP
120960812,TOI-1237.02,1237.02,,6.238755,2458685.4099,3.62,373.6,1.48,1.0,KP
153951307,TOI-1238.01,1238.01,,3.294769,2458684.2873,1.75,1324.0,0.62,1.0,CP
153951307,TOI-1238.02,1238.02,,0.764581,2458684.1047,1.07,395.0,0.62,1.0,CP
154716798,TOI-1239.01,1239.01,,12.639698,2459604.0958,3.38,3292.7,0.79,1.0,PC
158170594,TOI-1240.01,1240.01,,1.720856,2459421.3299,1.83,10014.3,1.33,1.0,KP
159107668,TOI-1241.01,1241.01,,4.78026,2459421.2361,1.46,1015.5,2.34,1.0,PC
198212955,TOI-1242.01,1242.01,,0.381485,2459664.1266,0.56,570.0,0.71,1.0,PC
219698776,TOI-1243.01,1243.01,,4.659517,2459598.1432,0.9,1725.2,0.49,1.0,CP
219850915,TOI-1244.01,1244.01,,6.400281,2459913.8109,2.16,1026.6,0.72,1.0,CP
229781583,TOI-1245.01,1245.01,,4.820451,2459764.3293,1.76,1930.0,0.52,1.0,CP
230127302,TOI-1246.01,1246.01,,18.654883,2459733.6438,5.44,1495.4,0.88,1.0,CP
230127302,TOI-1246.02,1246.02,,4.307451,2459737.5872,2.34,1094.8,0.88,1.0,CP
230127302,TOI-1246.03,1246.03,,5.904128,2459740.3043,2.77,773.9,0.88,1.0,CP
230127302,TOI-1246.04,1246.04,,37.925198,2458700.6973,3.53,1370.8,0.88,1.0,CP
232540264,TOI-1247.01,1247.01,,15.923488,2460311.8449,4.02,493.0,1.08,1.0,CP
232612416,TOI-1248.01,1248.01,,4.360154,2458687.1215,2.34,5592.3,0.87,1.0,CP
232976128,TOI-1249.01,1249.01,,13.079158,2460342.3491,2.97,1143.0,1.0,1.0,CP
52368076,TOI-125.01,125.01,,4.651719,2460206.7442,2.71,978.0,0.85,1.0,CP
52368076,TOI-125.02,125.02,,9.154942,2460202.0499,2.46,1101.0,0.85,1.0,CP
52368076,TOI-125.03,125.03,,19.981571,2460181.1466,2.72,909.0,0.85,1.0,CP
233211762,TOI-1252.01,1252.01,,1.121971,2459662.0429,0.82,3997.6,0.62,1.0,PC
237222864,TOI-1255.01,1255.01,,10.288886,2460646.5447,1.39,854.0,0.87,1.0,CP
278348461,TOI-1257.01,1257.01,,5.452648,2459820.9774,3.4,7750.0,1.57,1.0,KP
288132261,TOI-1258.01,1258.01,,10.26134,2460333.6488,4.86,726.0,1.49,1.0,PC
288735205,TOI-1259.01,1259.01,,3.477978,2459764.8741,2.51,27021.7,0.77,1.0,CP
70440470,TOI-126.01,126.01,,3.035402,2458326.7309,2.88,16196.2,1.07,1.0,KP
355867695,TOI-1260.01,1260.01,,3.127463,2459634.7605,1.98,1331.8,0.69,1.0,CP
355867695,TOI-1260.02,1260.02,,7.493161,2458686.1197,1.93,1650.6,0.69,1.0,CP
355867695,TOI-1260.03,1260.03,,49.825166,2458879.3235,3.87,2059.4,0.69,1.0,CP
356311210,TOI-1261.01,1261.01,,18.057402,2459628.7714,3.59,1198.1,1.01,1.0,PC
365938305,TOI-1262.01,1262.01,,20.877441,2460322.358,3.56,771.0,0.9,1.0,CP
406672232,TOI-1263.01,1263.01,,1.021456,2460557.9285,1.25,319.0,0.82,1.0,PC
416195870,TOI-1264.01,1264.01,,2.744167,2459765.8193,1.42,5650.0,0.97,1.0,PC
424865156,TOI-1265.01,1265.01,,2.204745,2460558.8006,4.0,6872.0,1.99,1.0,KP
467179528,TOI-1266.01,1266.01,,10.894842,2459649.7513,2.07,3168.4,0.44,1.0,CP
467179528,TOI-1266.02,1266.02,,18.801611,2459630.0464,1.91,1686.8,0.44,1.0,CP
158561566,TOI-1267.01,1267.01,,6.790098,2459425.4128,6.08,2158.2,2.0,1.0,KP
142394656,TOI-1268.01,1268.01,,8.157721,2460359.6072,3.79,10273.0,0.9,1.0,CP
198241702,TOI-1269.01,1269.01,,4.252964,2458686.6088,2.57,758.6,0.85,1.0,CP
198241702,TOI-1269.02,1269.02,,9.23787,2459739.097,2.54,660.0,0.85,1.0,PC
234523599,TOI-127.01,127.01,,3.795518,2458325.6506,2.02,52279.0,0.45,1.0,CP
286923464,TOI-1271.01,1271.01,,6.134978,2459657.4495,5.66,3860.0,2.05,1.0,KP
417948359,TOI-1272.01,1272.01,,3.315977,2459661.4014,1.49,2770.0,0.81,1.0,CP
445859771,TOI-1273.01,1273.01,,4.631301,2459684.9201,1.44,4860.0,1.07,1.0,CP
459969957,TOI-1274.01,1274.01,,19.320348,2459736.3408,4.21,13910.0,0.8,1.0,PC
153949511,TOI-1277.02,1277.02,,14.855969,2460319.121,3.71,1127.0,0.86,1.0,PC
163539739,TOI-1278.01,1278.01,,14.475106,2459826.5402,1.62,9618.6,0.55,1.0,CP
224297258,TOI-1279.01,1279.01,,9.614164,2459659.6735,3.43,933.7,0.84,1.0,CP
391949880,TOI-128.01,128.01,,4.94048,2460847.7741,2.12,417.0,1.13,1.0,CP
230017324,TOI-1280.01,1280.01,,9.692639,2458691.3025,3.02,1838.2,0.75,1.0,PC
232971294,TOI-1281.01,1281.01,,6.390888,2460351.3141,3.77,435.0,1.32,1.0,CP
236445129,TOI-1282.01,1282.01,,0.968993,2459445.8929,2.55,13533.0,1.41,1.0,KP
266593143,TOI-1283.01,1283.01,,10.338505,2460539.055,4.24,18162.0,0.84,1.0,KP
352764091,TOI-1287.01,1287.01,,9.600113,2459828.2569,4.99,380.4,1.21,1.0,PC
365733349,TOI-1288.01,1288.01,,2.699829,2460445.65,2.21,2798.0,0.92,1.0,CP
201248411,TOI-129.01,129.01,,0.980972,2460205.6469,0.54,6178.4,0.76,1.0,CP
417676622,TOI-1290.01,1290.01,,5.398735,2460551.3735,3.13,352.0,1.26,1.0,KP
198186769,TOI-1291.01,1291.01,,7.16199,2459734.4272,7.67,800.0,1.81,1.0,PC
202504234,TOI-1293.01,1293.01,,1.684994,2459689.4853,0.92,990.0,1.11,1.0,PC
219015370,TOI-1294.01,1294.01,,3.915274,2459663.1618,2.56,3350.0,1.58,1.0,CP
219852584,TOI-1295.01,1295.01,,3.196884,2459913.379,3.75,7959.0,1.6,1.0,CP
219854185,TOI-1296.01,1296.01,,3.944367,2459766.9626,4.87,6732.5,1.75,1.0,CP
237104103,TOI-1298.01,1298.01,,4.537136,2459764.4199,4.04,4199.8,1.49,1.0,CP
263003176,TOI-130.01,130.01,,14.339139,2460888.9313,4.24,363.2,1.14,1.0,CP
293687315,TOI-1300.01,1300.01,,2.871698,2460419.9673,4.67,8568.0,1.91,1.0,KP
356867115,TOI-1301.01,1301.01,,6.096407,2459710.2942,2.36,1142.5,0.73,1.0,CP
441797803,TOI-1302.01,1302.01,,5.666617,2459738.4028,3.6,9780.0,1.47,1.0,PC
167092385,TOI-1318.01,1318.01,,4.986503,2460557.0566,2.44,1341.0,1.0,1.0,PC
89020549,TOI-132.01,132.01,,2.109681,2458326.9049,2.13,1309.7,0.94,1.0,CP
167403519,TOI-1320.01,1320.01,,3.972943,2460556.465,3.65,4558.0,1.0,1.0,PC
395171208,TOI-1333.01,1333.01,,4.720191,2459847.9683,4.42,6710.0,1.8,1.0,CP
160708862,TOI-1337.01,1337.01,,3.344831,2460087.9397,3.32,13626.0,1.76,1.0,KP
260128333,TOI-1338.01,1338.01,,95.174,2459238.2195,11.63,2600.1,1.52,1.0,CP
269701147,TOI-1339.01,1339.01,,8.880328,2460651.2669,2.71,1238.0,0.92,1.0,CP
269701147,TOI-1339.02,1339.02,,28.580474,2460612.3514,4.51,1081.4,0.92,1.0,CP
269701147,TOI-1339.03,1339.03,,38.351122,2460661.1278,5.91,1029.1,0.92,1.0,CP
234994474,TOI-134.01,134.01,,1.401518,2458326.034,1.16,593.8,0.6,1.0,CP
160487753,TOI-1345.01,1345.01,,8.47134,2458715.4595,6.99,540.0,4.88,1.0,PC
219852882,TOI-1346.01,1346.01,,5.502558,2459766.2249,3.17,844.7,0.78,1.0,CP
219852882,TOI-1346.02,1346.02,,1.762254,2459741.8871,0.88,733.6,0.78,1.0,CP
229747848,TOI-1347.01,1347.01,,0.847422,2459664.027,0.88,424.4,0.85,1.0,CP
229747848,TOI-1347.02,1347.02,,4.842044,2459656.5826,2.41,318.7,0.85,1.0,CP
267263253,TOI-135.01,135.01,,4.126905,2460174.6371,4.41,10831.0,1.59,1.0,CP
233953967,TOI-1350.01,1350.01,,5.540237,2459851.2884,7.71,2710.0,3.39,1.0,PC
372264750,TOI-1355.01,1355.01,,2.170272,2459853.5822,2.14,5156.8,1.85,1.0,CP
277566483,TOI-1356.01,1356.01,,24.25447,2459849.2422,17.49,8802.0,1.0,1.0,PC
410153553,TOI-136.01,136.01,,0.46293,2458325.7241,0.54,4507.3,0.19,1.0,CP
277447970,TOI-1361.01,1361.01,,2.237462,2460608.7088,2.99,4281.0,1.66,1.0,PC
395142888,TOI-1362.01,1362.01,,1.917382,2460422.9589,1.47,664.0,7.39,1.0,PC
26880783,TOI-1364.01,1364.01,,1.775364,2460530.0347,2.03,878.0,3.23,1.0,PC
176899385,TOI-1373.01,1373.01,,3.853,2460605.0388,3.23,8913.0,1.57,1.0,KP
275722992,TOI-1381.01,1381.01,,6.560178,2460552.1743,4.06,2474.0,2.62,1.0,PC
343019899,TOI-1386.01,1386.01,,25.838642,2460561.0179,5.21,1806.0,1.03,1.0,CP
346338552,TOI-1388.01,1388.01,,4.465299,2460606.4369,2.5,14440.0,1.18,1.0,KP
353038705,TOI-1389.01,1389.01,,3.062624,2459851.0635,1.77,580.0,1.0,1.0,PC
62483237,TOI-139.01,139.01,,11.070858,2458334.8916,2.19,1149.7,0.7,1.0,CP
352239069,TOI-1404.01,1404.01,,6.867405,2459908.5125,3.49,779.0,1.03,1.0,PC
352239069,TOI-1404.02,1404.02,,14.431887,2459908.523,3.27,1687.0,1.03,1.0,PC
231736113,TOI-1406.01,1406.01,,10.573982,2459218.2314,4.04,5460.0,1.27,1.0,CP
69747919,TOI-1407.01,1407.01,,9.978332,2459085.3911,4.23,179.2,1.47,1.0,KP
364186197,TOI-1408.01,1408.01,,4.424704,2460661.1817,1.32,2447.0,1.49,1.0,CP
364186197,TOI-1408.02,1408.02,,2.222209,2460479.0474,2.46,87.0,1.49,1.0,KP
403224672,TOI-141.01,141.01,,1.008236,2460178.6714,1.41,228.0,1.13,1.0,CP
199444169,TOI-1410.01,1410.01,,1.216873,2459850.7371,0.86,1240.0,0.78,1.0,CP
116483514,TOI-1411.01,1411.01,,1.452049,2460447.0854,1.34,393.0,0.69,1.0,CP
119700084,TOI-1413.01,1413.01,,6.118213,2459829.699,0.67,1805.2,0.89,1.0,PC
148782377,TOI-1415.01,1415.01,,14.42049,2458745.7101,5.17,1061.5,1.41,1.0,PC
158025009,TOI-1416.01,1416.01,,1.069762,2460423.2634,1.36,376.0,0.8,1.0,CP
164173105,TOI-1417.01,1417.01,,3.072643,2459827.0017,2.26,10471.5,1.56,1.0,CP
311035838,TOI-1419.01,1419.01,,2.899741,2459661.5681,1.85,13760.0,0.82,1.0,KP
425934411,TOI-142.01,142.01,,0.853353,2458325.4859,1.2,25080.3,0.61,1.0,PC
321857016,TOI-1420.01,1420.01,,6.956113,2459830.4582,3.36,15989.2,0.94,1.0,CP
333473672,TOI-1422.01,1422.01,,13.001789,2459864.0638,4.48,1339.6,1.01,1.0,CP
25375553,TOI-143.01,143.01,,2.310969,2460155.8708,3.43,6829.4,1.95,1.0,KP
293954617,TOI-1430.01,1430.01,,7.434146,2460549.3111,2.42,701.0,0.78,1.0,CP
375506058,TOI-1431.01,1431.01,,2.650232,2460554.5863,2.03,6449.0,1.94,1.0,CP
256783784,TOI-1432.01,1432.01,,6.109576,2459851.6908,2.44,510.0,0.91,1.0,CP
138588540,TOI-1434.01,1434.01,,29.871853,2458703.4083,4.7,712.6,0.74,1.0,PC
153976959,TOI-1435.01,1435.01,,0.685818,2458683.4315,1.39,148.2,0.82,1.0,CP
154383539,TOI-1436.01,1436.01,,0.867588,2459690.5658,1.38,321.5,0.75,1.0,PC
198356533,TOI-1437.01,1437.01,,18.840891,2460660.1834,5.76,331.0,1.22,1.0,CP
229650439,TOI-1438.01,1438.01,,5.139667,2460641.8398,0.9,769.6,0.82,1.0,CP
229650439,TOI-1438.02,1438.02,,9.42809,2460632.1017,1.38,799.0,0.82,1.0,CP
232982558,TOI-1439.01,1439.01,,27.643862,2460638.5456,5.32,560.0,1.62,1.0,CP
261136679,TOI-144.01,144.01,,6.267814,2460901.5782,2.79,321.0,1.15,1.0,CP
233617847,TOI-1440.01,1440.01,,15.517452,2459956.401,5.32,434.0,1.34,1.0,PC
233617847,TOI-1440.02,1440.02,,4.627421,2459656.0572,4.66,152.4,1.34,1.0,PC
233951353,TOI-1441.01,1441.01,,22.092974,2460418.6619,5.81,435.0,1.24,1.0,CP
